,Username,Comment,Likes,Replies,link
7019,              Bhavya Agarwal            ,"sir i would appriciate if u could teach a bit fast as to match the speed, i have to watch it at 2X speed.",0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7020,              CRAZY BHAI            ,Super sir️,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7021,              Hesha sharma            ,"Hindi 
English 
Maths 
Sci 
Sst 
Computer
Hindi grammar
English grammar 
All these i read and learn from magnetic brain",3,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7022,              Anant Kumar            ,Sir frequency toh thik hai aapki actually best hai but sir kuch words aap use karte uska meaning bata dijiyega.,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7023,              Rajdeep Singh            ,"sir jo aapne feature of python likwaye hai agar paper ye question aa ta hai toh kya hum 
 (i)	Easy to learn, read and maintain 
(ii)	A broad standard library
(iii)	Interactive mode
(iv)	Portability and compatibility
(v)	extendable

toh sir kya hame ye wala answer likhna hai ya fir in points ko describe bhi karna hai 
 please tell",0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7024,              NITRO GAMING            ,Tomorrow is my A.l exam and i am watching this now...,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7025,              Pushkar cuisines            ,Mast,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7026,              Nita Rumari            ,Wow,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7027,              Arbin Kumar            ,Watching This video Because Of My Teacher,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7028,              Gunjan Vyas            ,Sir meaning of known restrictive syntax,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7029,              RAM PRATAP            ,I like this teaching style or said to be method,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7030,              yup!!            ,Can u add exams important questions please,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7031,              Oshi Rathore            ,Sir please provide a full vedio of byte code for better understand for remember,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7032,              Ambarish Chaturvedi            ,Sir you are best,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7033,              RAM PRATAP            ,I like your teaching style or said to be method,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7034,              GAMING ZONE            ,Great explanation ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7035,              TYSON STATUS            ,Wonderful ️️,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7036,              xtreme x dwij gaming            ,sir you are best teacher ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7037,              Baru Singh Chauhan            ,Really exam kal hai  me abhi pad rha hun python snake but outstanding padaya sir,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7038,              Jenchulichaeng            ,You are amazing,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7039,              Aahana Ahmad            ,Ahh sir sorry to say sir but can uhh explain all the words!! Clearly am getting confused!! Otherwise the vdeo was superb thnx!,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7040,              Jabardast  Facts's            ,This means sir we developed free fire and pubg games,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7041,              RAM PRATAP            ,Thanks sir you are great,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7042,              Dheeraj Gusain            ,Thanks sir for explanation,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7043,              GAMING ZONE YU            ,Phele bar to mera sag hi hai or kal mera exam hai AI ka,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7044,              noob gamer            ,Thank you,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7045,              Harsh Attri 🤑🤑.15.8 crore views            ,Meri class 9 th hai aur hamari 1 hi class lagi hai AI ki ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7046,              9B-19-Ritesh mahto            ,Very nice explanation,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7047,              Bhavey Singh            ,Sir please explain with some examples,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7048,              FOSTER ADITYA            ,Legends are watching in last night of exam ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7049,              Pranshu Sharma            ,,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7050,              HACKED            ,like you sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7051,              PB 35 Brothers            ,Like no. 1000,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7052,              Instant laugh            ,SIR BHUT ACCHA PADHAYA HAI,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7053,              Indian Dancer Annu            ,Yes sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7054,              SK GAMING            ,Good explanation,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7055,              BR Rahu ahir            ,AK number sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7056,              SamiCrazyArt            ,,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7057,              The Monster Villa            ,the worst joke ever in my life is 1:10,1,1,https://www.youtube.com/watch?v=sfmCTs_SdtI
7058,              techno gamez            ,Any fan here ,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7059,              TRUE ANIMATION            ,7:19,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7060,              Krishna Choudhary            ,Class 11 ka cs ka video bhi banayi na,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7061,              GAMING ZONE YU            ,Aap ko bhi pta chal gaya ki mere school me AI aagi hai,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7062,              Asaf - X Amal - lV            ,"Yes, your speed is perfect",0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7063,              Vishal Sing            ,Sir you are great ,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7064,              god baghel gaming            ,Aaj 8:30 pr paper h or me 4:00 bj esa dek rha hu,2,1,https://www.youtube.com/watch?v=sfmCTs_SdtI
7065,              BADSHAH GAMING            ,Super explain sir,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7066,              seven continent            ,,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7067,              AMARJEET   FF            ,Sir speed is good,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7068,              Sushant Singh Rajput Dying Fan            ,Op sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7069,              REX            ,sir mera naam bhi vardaan h-_-,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7070,              pinki Chand            ,Sir add picture on your ppt,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7071,              Rajeshwari Rawat            ,Thank you sir it may helpfull for me :,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7072,              Arundhoti Dutta            ,️,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7073,              HACKED            ,Sir meaning video de dedijie,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7074,              ( kratika)            ,Tnq bery much sir ,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7075,              Pramila Pandey            ,Sir difference please kera do,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7076,              Arsh Rahman            ,"sir , how can i install python smart phone ..?",1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7077,              Sync            ,I like banana.,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7078,              SURAJ GAMMING            ,Thank you ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7079,              Aditya            ,Hii bhumika mai Aditya,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7080,              ShaddabA Afroz            ,"sir please give me all chpter link

mil nhi rha",0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7081,              NOT YASH 444            ,Mmmm,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7082,              Legend Anand            ,Excited,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7083,              Dark Turbo Gamer            ,Bhai tu bohot jyada bakvas kar rha hai padha be de,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7084,              shruti Dwivedi            ,Hagde,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7085,              𝕊 𝕂 𝕐 ☁️🌈            ,Any army here ,101,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7086,              Gunjan Vyas            ,Sir meaning of known restrictive syntax,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7087,              A. V YouTuber            ,Great sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7088,              Mr hacker            ,Great sir,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7089,              @minalidandotiya7797            ,Well explained ,2,0,https://www.youtube.com/watch?v=ZJNIbzk74J0
7090,              @AbhishekGupta-io6wp            ,Nice information!,1,0,https://www.youtube.com/watch?v=ZJNIbzk74J0
7091,              @amarnathmahato4820            ,Good Information,1,0,https://www.youtube.com/watch?v=ZJNIbzk74J0
7092,              @griffinlang7868            ,𝐩𝓻Ỗ𝓂Ø𝓈Ｍ ,0,0,https://www.youtube.com/watch?v=ZJNIbzk74J0
7093,ERROR,ERROR,ERROR,ERROR,https://www.youtube.com/watch?v=Bg_tJvCA8zw
7094,,"Thank you again to world of tanks - Play World of Tanks here: https://tanks.ly/3vsnqDz
Thank you World of Tanks for sponsoring this video.
During registration use the code TANKMANIA to get for free:
7 Days Premium Account
250k credits
Premium Tank Excelsior (Tier 5)
3 rental tanks for 10 battles each: Tiger 131 (Tier 6), Cromwell B (Tier 6), and T34-85M (Tier 6)",113,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7095,              Elminebloxx            ,bro you have no idea how good it feels to make a lego war,47,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7096,              Kelvin Animations            ,"I bet he can’t make a human of Lego, and if he does, he would take over the world with Legos",82,16,https://www.youtube.com/watch?v=EBLVAMuaAwA
7097,              ⫷𝘙4𝘠NE⫸            ,I laughed so hard during this I couldn't stop coughing for a whole 20 mins me and my sister thought I was dying ,1,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7098,              MasterBuilders            ,I don't think I will be able to sleep tonight after seeing those cursed minifigs ,16,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7099,              Kerloft            ,"It’s good to see that AI won’t take LEGO builders’ jobs! 

Also, I had almost the same video idea lol, I literally wrote the idea in my notes earlier today!",14,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7100,              King studs            ,"Woah man,I love how every video you try something new,your so smart and creative",6,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7101,              TcT Brick 2            ,You are such a good content creator sacred!!!! I always look forward to you posting!!!!,4,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7102,              BuilderMan studios            ,"Moral of the video: 
Ai = cursed Lego ",38,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7103,              The Boosh Is Back            ,Do you think these AI creations could pass as Lego ideas submissions?,1,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7104,              HSN Reviews            ,"Hi Sacred, love your videos ",4,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7105,              Generic Stud            ,Low-key some of these AI sets are so good ,11,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7106,              AntoniosPL            ,This is not what I expected. I thought he'd generate some sets with the ai and then try to build them irl,5,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7107,              Balls Gaming            ,Everything looked like if a kid took a blow torch to his Lego figures.,4,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7108,              SEB12game            ,"another idea cause i love ya, make larger versions of lego pieces using lego pieces, like a chain made from macaroini pieces.",1,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7109,              Jee Studio            ,I just burst out laughing becuz this is just too funny lol.,2,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7110,              Tanjiro_Stan            ,These are the most cursed Lego memes I have ever seen in my life!,2,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7111,              GSLM            ,Just imagine if the you are an obscure person and you asked an AI to draw you…,1,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7112,              Two hotties in a hot tub            ,1:50 I can say with confidence this was my proudest tug.,1,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7113,              Guesswho22            ,So dope (like usual),1,2,https://www.youtube.com/watch?v=EBLVAMuaAwA
7114,              Youtuber JestForFun            ,5:29 that one guy that keeps his mic on:,0,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7115,              SEB12game            ,"vid idea, use normal bricks to build a house or something, then try and rebuild it using transparent pieces. (or just build using trans pieces.)",1,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
7116,              Lena Lion            ,All of these are amazing,1,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7117,              Kitsu1102            ,1:47 That’s Owlman: An Illustrated One-Off,0,0,https://www.youtube.com/watch?v=EBLVAMuaAwA
7118,              dahiana jenkins            ,He always makes me laugh,0,1,https://www.youtube.com/watch?v=EBLVAMuaAwA
